rpm,temperature,oil_pressure,vibration,fuel_flow,fault
5123.8,75.1,4.17,1.34,2.8,Normal
5193.0,74.2,4.38,1.34,2.64,Normal
5223.3,72.9,4.46,1.08,2.86,Normal
4885.2,91.4,2.23,2.43,2.94,Low Oil Pressure
4617.5,90.6,2.95,4.95,3.11,Bearing Degradation
5193.0,102.6,3.66,1.82,3.28,Overheating
4730.9,86.4,3.9,2.25,3.72,Performance Degradation
5267.1,103.3,3.69,1.82,3.47,Overheating
5307.8,107.9,3.5,1.94,3.51,Overheating
4779.7,93.2,2.48,2.21,2.84,Low Oil Pressure
4912.5,88.8,1.98,2.91,2.83,Low Oil Pressure
4853.4,92.6,2.29,2.64,3.02,Low Oil Pressure
4730.5,83.0,3.83,2.1,3.55,Performance Degradation
4820.6,89.5,2.39,2.21,2.82,Low Oil Pressure
4540.2,84.1,3.02,5.13,3.22,Bearing Degradation
4611.3,82.9,3.83,2.06,3.59,Performance Degradation
5284.5,107.7,3.55,1.77,3.36,Overheating
5227.7,77.7,4.35,1.26,2.69,Normal
5329.8,108.7,3.58,2.12,3.35,Overheating
4900.8,89.4,2.57,2.34,2.83,Low Oil Pressure
5156.5,79.5,4.33,1.17,2.69,Normal
4752.1,85.3,3.38,5.03,3.2,Bearing Degradation
5110.6,77.1,4.27,1.36,2.81,Normal
4659.9,89.9,3.1,4.18,3.1,Bearing Degradation
4920.4,93.8,1.9,2.72,2.87,Low Oil Pressure
4699.4,88.4,4.05,1.9,3.62,Performance Degradation
4652.3,88.1,4.04,2.14,3.2,Performance Degradation
5315.0,102.6,3.64,1.71,3.38,Overheating
5273.1,107.2,3.48,1.82,3.38,Overheating
4749.6,92.6,2.36,2.55,2.9,Low Oil Pressure
4648.4,80.5,4.02,2.1,3.49,Performance Degradation
5290.2,102.2,3.73,1.63,3.48,Overheating
4808.0,94.6,2.18,2.1,2.79,Low Oil Pressure
5221.3,104.3,3.65,1.74,3.12,Overheating
5230.1,78.5,4.22,1.09,2.63,Normal
4648.6,85.1,2.99,4.85,3.11,Bearing Degradation
4616.1,87.6,3.3,5.15,3.33,Bearing Degradation
4640.0,82.7,4.05,2.21,3.72,Performance Degradation
4839.2,86.0,2.65,1.88,2.84,Low Oil Pressure
5398.3,109.1,3.61,1.82,3.42,Overheating
5222.0,80.9,4.28,1.07,2.74,Normal
5211.1,102.5,3.67,1.62,3.15,Overheating
5216.3,80.8,4.18,1.3,2.7,Normal
5226.8,77.8,4.22,1.33,2.72,Normal
5215.5,77.3,4.29,1.04,2.6,Normal
5211.7,76.4,4.27,1.24,2.67,Normal
4649.4,89.9,3.41,4.81,3.0,Bearing Degradation
5313.7,73.5,4.4,1.22,2.53,Normal
5194.9,106.1,3.48,1.96,3.33,Overheating
4764.5,92.2,2.2,2.48,2.93,Low Oil Pressure
5307.0,102.0,3.58,1.81,3.41,Overheating
4594.8,88.3,3.25,5.52,3.2,Bearing Degradation
5217.8,78.3,4.32,1.16,2.55,Normal
4925.6,91.4,2.33,2.34,3.13,Low Oil Pressure
4782.6,84.6,3.2,5.74,2.94,Bearing Degradation
5234.4,102.6,3.71,1.9,3.36,Overheating
4834.4,89.5,2.28,2.41,3.12,Low Oil Pressure
5167.1,76.6,4.14,1.23,2.7,Normal
5202.5,78.4,4.32,1.28,2.66,Normal
5207.7,77.2,4.38,1.35,2.69,Normal
5188.9,77.5,4.42,1.24,2.79,Normal
4605.3,83.1,3.94,2.06,3.78,Performance Degradation
4695.5,86.2,3.82,2.09,3.6,Performance Degradation
5282.7,73.4,4.29,1.22,2.73,Normal
5222.7,106.1,3.49,1.61,3.35,Overheating
5251.5,81.5,4.38,0.98,2.73,Normal
4683.9,86.1,3.67,2.19,3.75,Performance Degradation
4548.9,86.9,3.48,5.81,3.16,Bearing Degradation
4643.1,85.2,3.97,2.03,3.72,Performance Degradation
4865.5,93.9,2.15,2.32,2.9,Low Oil Pressure
5315.1,77.6,4.4,1.11,2.7,Normal
4675.2,84.7,3.95,2.24,4.07,Performance Degradation
4635.9,85.8,3.04,4.11,3.38,Bearing Degradation
5191.6,77.7,4.33,1.29,2.71,Normal
4789.7,87.5,3.19,4.85,3.2,Bearing Degradation
5154.8,116.6,3.23,2.07,3.51,Overheating
4802.8,88.8,2.65,2.33,3.1,Low Oil Pressure
5200.2,76.9,4.21,1.16,2.75,Normal
5203.4,75.0,4.38,1.15,2.71,Normal
5225.7,107.7,3.48,1.76,3.49,Overheating
4578.5,83.7,3.95,1.89,3.74,Performance Degradation
5243.4,81.2,4.26,1.39,2.56,Normal
4705.8,92.8,3.35,5.26,3.07,Bearing Degradation
5275.0,98.2,3.55,1.63,3.08,Overheating
4748.4,85.3,3.85,2.13,3.7,Performance Degradation
4799.1,89.8,2.44,2.35,3.09,Low Oil Pressure
4643.7,84.8,3.65,5.11,3.17,Bearing Degradation
4752.9,95.0,2.28,2.23,2.77,Low Oil Pressure
5206.7,80.8,4.22,1.23,2.74,Normal
4661.4,84.2,3.77,2.27,3.7,Performance Degradation
5251.3,82.4,4.23,1.1,2.71,Normal
5168.8,110.5,3.46,1.79,3.61,Overheating
5247.4,77.7,4.26,1.24,2.67,Normal
4861.8,92.1,2.56,2.2,2.8,Low Oil Pressure
5142.4,78.3,4.44,1.15,2.72,Normal
5233.8,109.2,3.55,1.92,3.33,Overheating
4510.0,86.8,3.79,2.21,3.48,Performance Degradation
4753.3,81.7,3.84,2.08,3.93,Performance Degradation
4735.3,82.8,3.71,2.1,3.62,Performance Degradation
4524.3,85.6,3.62,1.66,3.88,Performance Degradation
4678.7,86.8,4.01,2.45,3.52,Performance Degradation
4670.6,83.8,3.94,1.89,3.88,Performance Degradation
5172.4,76.1,4.32,1.23,2.87,Normal
5265.7,106.5,3.66,1.95,3.44,Overheating
4672.7,86.8,3.19,4.59,3.38,Bearing Degradation
5241.8,102.2,3.74,1.61,3.2,Overheating
4770.6,87.9,2.57,2.4,2.97,Low Oil Pressure
4783.9,89.9,3.23,4.95,3.16,Bearing Degradation
4626.4,83.5,3.78,2.55,3.6,Performance Degradation
4910.6,89.9,2.65,2.4,2.9,Low Oil Pressure
4679.2,91.4,3.12,5.18,3.27,Bearing Degradation
4650.6,82.0,3.21,5.2,3.14,Bearing Degradation
4626.0,83.2,3.79,2.36,3.49,Performance Degradation
5283.8,99.0,3.85,1.85,3.13,Overheating
5210.5,77.4,4.31,1.06,2.7,Normal
4576.2,86.0,3.81,2.03,3.5,Performance Degradation
4787.8,85.5,3.86,2.15,3.79,Performance Degradation
5187.9,78.0,4.32,1.02,2.65,Normal
5345.9,107.6,3.58,1.96,3.41,Overheating
4863.8,92.7,2.19,2.48,2.89,Low Oil Pressure
4662.7,79.2,4.06,2.18,4.08,Performance Degradation
4724.8,81.5,3.97,2.18,3.37,Performance Degradation
4834.9,88.8,2.57,2.37,2.87,Low Oil Pressure
5214.4,76.8,4.24,1.32,2.73,Normal
4918.8,88.3,2.36,2.27,2.72,Low Oil Pressure
4631.7,90.4,3.28,4.66,3.33,Bearing Degradation
5295.1,97.7,3.83,1.64,3.23,Overheating
5196.2,105.0,3.61,1.74,3.38,Overheating
5279.2,98.8,3.68,1.75,3.16,Overheating
5292.4,100.0,3.76,1.56,3.09,Overheating
5292.3,104.7,3.61,1.77,3.33,Overheating
5232.3,77.7,4.24,1.04,2.76,Normal
5343.8,101.8,3.69,1.75,3.38,Overheating
4878.7,92.1,2.53,2.59,2.92,Low Oil Pressure
4562.4,85.0,4.04,2.09,3.6,Performance Degradation
5192.7,75.6,4.29,1.09,2.61,Normal
5285.9,101.1,3.55,1.74,3.28,Overheating
5207.6,78.0,4.4,1.38,2.75,Normal
5193.4,75.5,4.32,1.15,2.65,Normal
4581.7,86.8,3.25,4.77,2.93,Bearing Degradation
4693.0,83.0,3.77,1.85,4.12,Performance Degradation
4623.0,87.0,4.01,2.2,3.52,Performance Degradation
4812.2,92.1,2.41,2.29,2.83,Low Oil Pressure
5141.6,81.2,4.25,1.29,2.71,Normal
5185.8,77.1,4.3,1.09,2.66,Normal
4767.7,82.7,3.4,5.36,3.05,Bearing Degradation
4519.8,82.9,4.0,1.88,3.79,Performance Degradation
4787.1,91.8,2.13,2.35,2.86,Low Oil Pressure
4582.8,94.3,3.06,5.47,2.85,Bearing Degradation
5222.9,76.9,4.18,1.17,2.68,Normal
4762.0,83.6,3.98,2.55,3.94,Performance Degradation
4753.6,86.1,3.9,1.97,3.34,Performance Degradation
5161.4,77.3,4.25,1.16,2.72,Normal
4609.3,84.4,3.29,5.3,3.41,Bearing Degradation
4577.8,86.4,4.03,2.08,3.36,Performance Degradation
5226.4,108.5,3.5,1.93,3.55,Overheating
4634.2,83.3,3.1,5.21,3.3,Bearing Degradation
4538.0,81.3,3.84,2.15,3.89,Performance Degradation
4601.0,88.4,3.23,5.01,3.04,Bearing Degradation
5364.0,102.2,3.72,1.69,3.45,Overheating
4702.5,85.0,3.98,2.55,3.46,Performance Degradation
4823.5,92.3,2.24,2.62,2.85,Low Oil Pressure
5217.1,106.9,3.64,1.76,3.39,Overheating
5216.3,79.9,4.36,1.27,2.78,Normal
5088.8,82.9,4.34,1.21,2.7,Normal
5202.2,76.1,4.54,0.99,2.61,Normal
5326.1,99.7,3.59,1.64,3.2,Overheating
4631.9,83.0,3.77,1.65,3.59,Performance Degradation
4675.3,84.7,3.69,2.37,3.4,Performance Degradation
4680.8,85.1,4.03,1.97,3.73,Performance Degradation
4722.9,90.9,2.22,2.34,2.98,Low Oil Pressure
4512.4,84.8,3.82,2.34,3.59,Performance Degradation
4529.4,84.4,3.28,6.6,3.25,Bearing Degradation
4699.3,90.0,3.61,6.11,3.03,Bearing Degradation
4633.8,83.8,3.85,2.29,3.57,Performance Degradation
5210.1,76.7,4.34,1.11,2.6,Normal
4638.8,83.7,3.89,2.08,3.39,Performance Degradation
5160.2,78.9,4.41,1.03,2.75,Normal
4539.2,84.3,3.82,1.93,3.65,Performance Degradation
4571.4,87.8,3.43,5.62,2.92,Bearing Degradation
4668.6,84.7,3.92,2.31,3.54,Performance Degradation
5284.7,102.7,3.55,1.8,3.49,Overheating
5275.0,103.8,3.66,1.85,3.46,Overheating
4586.4,84.4,3.77,2.09,3.56,Performance Degradation
4561.7,87.8,3.83,2.26,3.77,Performance Degradation
4797.0,85.9,4.0,2.1,3.52,Performance Degradation
4821.5,92.2,2.31,2.83,2.95,Low Oil Pressure
4640.3,90.2,3.46,4.28,3.15,Bearing Degradation
4631.3,89.8,3.12,6.67,3.32,Bearing Degradation
5277.4,105.6,3.62,1.75,3.3,Overheating
5376.6,111.7,3.4,1.84,3.7,Overheating
4715.5,79.7,3.88,2.23,3.5,Performance Degradation
4720.2,92.6,2.18,2.64,3.12,Low Oil Pressure
5293.5,107.9,3.47,1.99,3.46,Overheating
4899.8,89.0,2.54,2.4,2.89,Low Oil Pressure
4465.7,84.8,3.32,5.12,2.84,Bearing Degradation
5368.0,105.3,3.67,1.56,3.32,Overheating
5307.8,104.2,3.69,1.65,3.32,Overheating
4550.7,85.9,3.49,4.49,3.14,Bearing Degradation
4538.0,83.5,3.91,2.17,3.72,Performance Degradation
5262.1,104.2,3.72,1.98,3.59,Overheating
4493.9,85.1,3.15,6.39,3.19,Bearing Degradation
5178.2,82.2,4.33,1.17,2.68,Normal
4743.6,90.7,2.5,2.43,2.95,Low Oil Pressure
4822.0,84.7,3.75,2.19,3.36,Performance Degradation
4481.2,90.4,3.31,5.95,3.14,Bearing Degradation
5255.3,95.5,3.85,1.4,3.0,Overheating
5280.9,110.8,3.47,1.81,3.63,Overheating
5170.8,77.7,4.4,1.28,2.68,Normal
5292.7,80.1,4.44,1.06,2.72,Normal
4813.9,94.0,2.62,2.06,3.01,Low Oil Pressure
5269.3,107.2,3.71,1.82,3.55,Overheating
4561.6,84.0,3.73,1.99,3.95,Performance Degradation
4854.7,97.0,2.21,2.44,2.84,Low Oil Pressure
5235.7,104.0,3.74,1.76,3.35,Overheating
4632.3,91.5,3.29,5.65,3.15,Bearing Degradation
5262.3,77.2,4.25,1.43,2.6,Normal
5131.6,75.5,4.32,1.15,2.71,Normal
5166.3,78.5,4.36,1.12,2.72,Normal
4662.2,87.4,3.86,2.16,3.56,Performance Degradation
5294.9,105.6,3.51,1.91,3.44,Overheating
5285.5,111.5,3.42,1.87,3.45,Overheating
5231.5,79.2,4.37,1.22,2.82,Normal
5213.5,76.9,4.3,1.24,2.73,Normal
5315.8,76.7,4.37,1.13,2.76,Normal
5180.7,78.9,4.25,1.21,2.66,Normal
5303.2,102.6,3.62,1.53,3.18,Overheating
4689.2,90.1,3.65,5.0,3.21,Bearing Degradation
4702.8,87.6,3.1,4.45,2.93,Bearing Degradation
4634.6,87.9,3.11,5.24,3.12,Bearing Degradation
5268.9,101.6,3.59,1.95,3.5,Overheating
5321.7,111.5,3.48,2.18,3.45,Overheating
5259.7,106.7,3.59,1.72,3.57,Overheating
5228.1,79.4,4.47,1.37,2.7,Normal
4551.2,88.2,3.43,4.91,3.07,Bearing Degradation
4683.6,86.4,3.27,4.91,2.92,Bearing Degradation
4598.1,90.4,3.43,4.57,2.95,Bearing Degradation
5282.1,113.0,3.33,1.73,3.66,Overheating
4679.8,82.8,4.0,2.01,3.57,Performance Degradation
4542.0,84.9,3.89,2.33,3.56,Performance Degradation
4663.9,85.1,4.13,2.0,3.6,Performance Degradation
4682.5,87.2,3.23,4.29,3.08,Bearing Degradation
4645.6,88.0,3.18,4.96,3.15,Bearing Degradation
5193.1,78.1,4.37,1.36,2.71,Normal
5337.4,104.9,3.65,1.53,3.38,Overheating
5327.0,101.4,3.74,1.95,3.33,Overheating
5273.0,101.4,3.69,2.03,3.4,Overheating
4894.2,90.6,2.42,2.31,2.67,Low Oil Pressure
4724.9,91.2,3.19,6.19,2.99,Bearing Degradation
4880.2,89.6,2.52,2.5,3.02,Low Oil Pressure
5295.1,102.5,3.65,1.52,3.39,Overheating
5251.7,97.3,3.73,1.75,3.17,Overheating
4625.3,82.2,3.92,2.21,3.37,Performance Degradation
5231.9,73.7,4.4,1.44,2.63,Normal
4673.3,90.7,3.05,5.12,2.88,Bearing Degradation
5205.4,74.4,4.31,1.33,2.7,Normal
5272.3,75.4,4.42,1.19,2.69,Normal
4823.1,83.6,3.86,2.32,3.5,Performance Degradation
5266.5,101.8,3.65,1.58,3.28,Overheating
5162.2,77.0,4.45,1.21,2.71,Normal
4582.0,94.2,3.06,6.19,2.93,Bearing Degradation
4619.0,82.7,3.92,2.06,3.66,Performance Degradation
4628.3,89.7,3.0,4.97,3.01,Bearing Degradation
5207.2,81.2,4.37,1.39,2.67,Normal
4652.6,86.2,3.43,5.76,2.93,Bearing Degradation
4598.8,86.6,3.8,2.43,3.22,Performance Degradation
4841.6,92.7,2.4,2.53,3.07,Low Oil Pressure
5286.9,101.2,3.71,1.59,3.15,Overheating
5252.3,78.3,4.15,1.27,2.72,Normal
4715.6,86.0,3.96,2.01,3.8,Performance Degradation
4560.9,87.0,3.09,5.16,3.08,Bearing Degradation
4597.8,88.3,3.44,5.26,3.17,Bearing Degradation
4642.2,86.0,3.75,2.34,3.4,Performance Degradation
5117.2,78.8,4.35,0.99,2.64,Normal
4650.3,86.6,3.82,1.97,3.2,Performance Degradation
5284.3,81.8,4.47,1.5,2.6,Normal
5165.7,79.8,4.42,1.33,2.56,Normal
4904.2,92.4,2.48,2.39,2.94,Low Oil Pressure
4770.5,90.8,3.16,5.1,2.98,Bearing Degradation
4805.6,91.0,3.59,5.15,3.02,Bearing Degradation
4849.2,96.9,2.04,2.6,2.9,Low Oil Pressure
4823.9,96.7,1.98,2.64,2.92,Low Oil Pressure
5203.3,77.3,4.37,1.16,2.71,Normal
5330.0,95.5,3.85,1.4,3.02,Overheating
5224.6,79.1,4.28,1.19,2.65,Normal
5187.3,78.1,4.37,0.99,2.71,Normal
5264.3,105.5,3.49,1.84,3.32,Overheating
4634.9,91.0,3.45,5.2,2.84,Bearing Degradation
4608.7,80.8,3.63,1.92,3.8,Performance Degradation
5173.0,78.4,4.41,1.1,2.79,Normal
5333.4,112.6,3.31,1.89,3.44,Overheating
5176.1,73.8,4.44,1.19,2.67,Normal
5248.8,108.8,3.48,1.97,3.51,Overheating
4847.1,93.8,2.35,2.24,2.83,Low Oil Pressure
5331.9,111.1,3.58,2.06,3.65,Overheating
4664.4,87.9,3.95,1.78,3.82,Performance Degradation
4603.0,86.4,3.31,6.42,3.06,Bearing Degradation
4454.3,86.0,3.22,6.29,3.27,Bearing Degradation
4640.1,91.1,3.09,4.85,3.13,Bearing Degradation
5212.6,76.8,4.45,1.37,2.65,Normal
4618.9,92.3,2.93,5.77,3.16,Bearing Degradation
4684.8,83.2,3.66,2.6,3.3,Performance Degradation
5267.5,111.1,3.38,1.89,3.57,Overheating
4757.2,82.8,3.79,2.21,3.58,Performance Degradation
5225.9,77.5,4.25,1.32,2.71,Normal
4638.6,80.9,3.63,1.97,3.82,Performance Degradation
4683.4,83.6,3.65,1.87,3.6,Performance Degradation
4956.9,93.4,2.23,2.47,2.96,Low Oil Pressure
5288.0,109.3,3.5,1.68,3.57,Overheating
4593.3,83.9,3.76,2.03,3.72,Performance Degradation
5244.2,78.7,4.3,1.24,2.68,Normal
5269.9,110.2,3.46,1.87,3.31,Overheating
4658.1,85.5,3.8,2.13,3.65,Performance Degradation
4931.3,94.9,2.16,2.69,2.78,Low Oil Pressure
4671.5,91.5,3.1,4.42,3.15,Bearing Degradation
4624.0,88.0,3.2,4.87,3.21,Bearing Degradation
4857.6,83.5,3.36,3.7,3.1,Bearing Degradation
4898.4,86.9,2.65,2.15,2.73,Low Oil Pressure
4589.8,89.4,2.89,4.44,3.24,Bearing Degradation
4679.4,92.5,3.28,5.52,2.91,Bearing Degradation
5314.2,110.9,3.4,1.83,3.54,Overheating
4873.9,93.1,2.48,2.48,2.95,Low Oil Pressure
5190.6,77.4,4.24,1.16,2.6,Normal
5248.2,78.1,4.32,1.47,2.8,Normal
5242.4,96.6,3.84,1.69,3.25,Overheating
4838.4,91.7,2.46,2.46,3.04,Low Oil Pressure
4595.2,85.5,4.03,2.21,3.55,Performance Degradation
4594.6,90.5,3.48,4.24,2.88,Bearing Degradation
4656.5,90.5,3.26,4.06,3.06,Bearing Degradation
5242.2,78.4,4.35,1.09,2.63,Normal
4564.2,87.1,3.96,2.12,3.35,Performance Degradation
4904.6,90.1,2.5,2.35,3.0,Low Oil Pressure
5165.9,72.9,4.3,1.4,2.84,Normal
4734.0,89.1,3.27,5.03,3.35,Bearing Degradation
5171.0,79.9,4.41,1.14,2.67,Normal
4691.9,84.5,3.85,1.85,4.0,Performance Degradation
5255.2,100.9,3.72,1.67,3.4,Overheating
4605.0,86.0,3.87,2.06,3.69,Performance Degradation
5207.9,76.6,4.24,1.08,2.73,Normal
4772.8,92.5,2.26,2.65,2.68,Low Oil Pressure
4615.9,81.6,4.05,2.12,3.97,Performance Degradation
5244.8,76.5,4.32,1.29,2.86,Normal
5333.3,109.5,3.44,1.77,3.41,Overheating
4946.8,92.5,2.44,2.56,2.93,Low Oil Pressure
4780.2,87.4,3.12,3.97,2.98,Bearing Degradation
4694.7,88.5,3.69,2.39,3.65,Performance Degradation
5250.9,99.7,3.78,1.65,3.27,Overheating
4813.0,93.6,2.08,2.74,2.94,Low Oil Pressure
5163.5,75.9,4.3,1.03,2.67,Normal
4617.9,90.7,3.47,5.08,2.99,Bearing Degradation
4713.3,89.9,3.23,5.55,3.19,Bearing Degradation
5385.8,111.5,3.36,2.17,3.37,Overheating
5223.1,75.7,4.39,1.22,2.7,Normal
4620.1,92.6,3.29,6.29,3.0,Bearing Degradation
4799.9,91.5,2.55,2.1,3.05,Low Oil Pressure
4585.0,89.4,3.11,4.56,3.27,Bearing Degradation
4596.3,88.4,3.3,4.43,3.06,Bearing Degradation
5240.3,104.7,3.6,1.77,3.4,Overheating
5314.8,103.0,3.68,1.7,3.23,Overheating
5214.0,80.9,4.38,1.09,2.58,Normal
5227.0,79.7,4.13,1.14,2.75,Normal
4667.3,88.9,3.65,5.01,3.07,Bearing Degradation
4615.0,85.6,3.94,2.1,3.75,Performance Degradation
5198.3,75.5,4.26,1.08,2.71,Normal
4995.8,95.9,1.92,2.65,2.86,Low Oil Pressure
5139.2,81.1,4.27,1.11,2.74,Normal
4570.5,88.8,3.35,4.9,3.24,Bearing Degradation
4593.8,95.0,3.07,5.39,3.33,Bearing Degradation
4574.3,81.5,4.08,2.2,3.68,Performance Degradation
4878.3,91.0,2.34,2.22,2.87,Low Oil Pressure
4580.0,85.4,3.31,6.12,3.0,Bearing Degradation
4692.4,88.4,3.78,2.2,3.93,Performance Degradation
4624.7,87.0,3.83,2.29,3.56,Performance Degradation
4668.1,83.2,3.71,2.1,3.53,Performance Degradation
4563.5,86.3,3.48,5.97,3.32,Bearing Degradation
5176.1,79.4,4.31,1.26,2.6,Normal
5221.1,78.6,4.13,1.26,2.69,Normal
4873.6,96.7,2.28,2.54,2.72,Low Oil Pressure
5183.3,108.5,3.6,1.7,3.5,Overheating
4617.1,83.2,3.89,2.14,3.76,Performance Degradation
4843.0,90.7,2.24,2.44,2.86,Low Oil Pressure
5219.6,77.2,4.18,1.25,2.76,Normal
4649.5,90.6,3.22,5.8,3.01,Bearing Degradation
4635.5,82.3,4.08,2.22,3.81,Performance Degradation
4478.0,86.8,3.51,5.63,3.12,Bearing Degradation
5320.8,108.1,3.47,1.8,3.34,Overheating
4896.6,94.9,2.2,2.42,2.87,Low Oil Pressure
5369.9,100.0,3.85,1.53,3.23,Overheating
5243.8,74.9,4.3,1.06,2.75,Normal
4891.4,95.9,2.25,2.36,2.86,Low Oil Pressure
4618.7,82.5,3.71,2.15,3.59,Performance Degradation
5298.9,98.6,3.62,1.82,3.2,Overheating
5275.1,77.6,4.31,1.42,2.64,Normal
4643.5,86.9,3.23,3.7,2.94,Bearing Degradation
5212.7,108.2,3.57,1.9,3.54,Overheating
4648.2,89.0,3.28,4.74,2.94,Bearing Degradation
4580.3,82.7,3.79,1.97,3.67,Performance Degradation
5171.9,78.9,4.19,0.92,2.82,Normal
5304.4,106.8,3.51,1.95,3.59,Overheating
5284.6,104.7,3.67,1.85,3.29,Overheating
5224.2,76.8,4.3,1.15,2.72,Normal
4921.6,87.8,2.44,2.36,2.69,Low Oil Pressure
5221.6,103.5,3.59,1.77,3.41,Overheating
4474.7,88.4,4.12,1.98,3.69,Performance Degradation
4933.1,90.8,2.3,2.44,3.06,Low Oil Pressure
4645.9,91.4,3.27,4.41,3.23,Bearing Degradation
4939.3,91.1,2.21,2.69,3.02,Low Oil Pressure
4946.5,91.4,2.35,2.65,2.78,Low Oil Pressure
5218.2,75.8,4.2,1.26,2.67,Normal
4914.9,94.3,2.25,2.38,2.98,Low Oil Pressure
5180.8,78.6,4.38,1.11,2.79,Normal
5244.0,112.3,3.25,2.16,3.61,Overheating
4958.0,92.9,2.54,2.16,2.92,Low Oil Pressure
5232.0,111.8,3.46,1.94,3.48,Overheating
4701.2,79.6,3.91,1.98,3.2,Performance Degradation
4637.6,79.5,3.91,2.31,3.73,Performance Degradation
5296.5,103.7,3.67,1.8,3.25,Overheating
4557.9,86.2,3.02,5.01,3.01,Bearing Degradation
4874.6,89.9,2.54,2.39,2.94,Low Oil Pressure
4700.4,85.8,4.02,1.91,3.64,Performance Degradation
5220.6,108.6,3.59,1.77,3.51,Overheating
4637.0,85.2,4.13,2.08,3.65,Performance Degradation
4642.5,81.4,3.91,2.31,3.59,Performance Degradation
4604.5,83.7,3.81,2.17,3.76,Performance Degradation
4612.1,92.7,2.82,6.02,2.9,Bearing Degradation
5204.7,75.4,4.26,1.18,2.75,Normal
4584.8,78.0,4.02,2.08,3.47,Performance Degradation
4839.3,88.2,3.35,5.62,2.98,Bearing Degradation
4620.1,90.2,3.07,5.29,3.02,Bearing Degradation
5355.8,104.2,3.6,1.6,3.34,Overheating
5219.4,76.5,4.26,1.27,2.64,Normal
4804.1,95.3,2.22,2.66,3.02,Low Oil Pressure
4739.1,82.0,3.26,4.85,3.19,Bearing Degradation
4579.4,88.9,3.26,4.27,2.97,Bearing Degradation
5339.1,112.5,3.4,1.95,3.67,Overheating
5284.1,95.5,3.85,1.78,3.15,Overheating
5282.1,109.2,3.43,2.06,3.41,Overheating
4717.7,93.1,2.43,2.43,2.9,Low Oil Pressure
5259.8,76.7,4.25,1.33,2.7,Normal
4721.3,84.7,3.9,2.0,3.85,Performance Degradation
4732.2,92.4,2.36,2.49,2.7,Low Oil Pressure
4741.7,89.4,3.35,4.78,3.18,Bearing Degradation
4938.8,94.0,2.48,2.42,2.76,Low Oil Pressure
4842.8,91.6,2.21,2.54,2.87,Low Oil Pressure
5133.1,79.6,4.28,1.22,2.71,Normal
5145.0,103.1,3.59,1.87,3.4,Overheating
4726.9,90.3,2.9,3.77,3.0,Bearing Degradation
4678.1,83.9,3.83,2.07,3.49,Performance Degradation
5287.2,100.3,3.78,1.55,3.23,Overheating
5164.2,78.4,4.27,1.16,2.73,Normal
5245.2,107.2,3.48,1.6,3.29,Overheating
4664.2,89.3,3.28,5.2,3.4,Bearing Degradation
4733.6,88.7,3.42,6.41,3.03,Bearing Degradation
4823.7,84.1,3.3,5.2,3.27,Bearing Degradation
4603.0,87.1,4.12,2.14,3.74,Performance Degradation
5263.1,78.0,4.4,1.11,2.73,Normal
5322.4,78.0,4.27,1.31,2.68,Normal
4678.3,84.1,3.68,1.8,4.06,Performance Degradation
4697.7,80.5,3.94,2.12,3.57,Performance Degradation
4871.9,91.3,2.36,2.6,3.14,Low Oil Pressure
4819.5,83.7,4.0,1.71,3.68,Performance Degradation
4605.0,88.0,3.24,5.34,2.95,Bearing Degradation
5301.4,78.2,4.59,1.11,2.75,Normal
4678.9,83.8,4.05,2.27,3.78,Performance Degradation
5214.5,77.8,4.43,1.21,2.58,Normal
4608.8,84.0,3.76,1.96,3.48,Performance Degradation
4731.3,94.9,2.1,2.64,2.91,Low Oil Pressure
4662.9,84.5,3.7,2.4,3.34,Performance Degradation
5128.2,81.2,4.55,1.07,2.66,Normal
4584.1,84.3,4.06,2.07,3.59,Performance Degradation
4724.4,87.4,3.09,5.1,3.05,Bearing Degradation
5290.1,96.7,3.85,1.56,3.14,Overheating
4825.6,95.0,2.05,2.66,2.85,Low Oil Pressure
4727.4,82.1,4.08,2.32,3.7,Performance Degradation
4932.8,90.8,2.56,2.27,2.8,Low Oil Pressure
5222.1,107.5,3.38,2.06,3.49,Overheating
4824.0,88.9,2.29,2.55,3.12,Low Oil Pressure
5251.8,98.1,3.85,1.47,3.17,Overheating
4584.2,83.6,3.93,1.98,3.47,Performance Degradation
5312.2,107.7,3.66,2.04,3.27,Overheating
5248.9,100.3,3.73,1.56,3.37,Overheating
5232.5,77.4,4.5,1.17,2.75,Normal
5251.2,107.0,3.42,2.06,3.52,Overheating
4699.7,92.2,2.98,5.98,3.17,Bearing Degradation
4850.0,83.5,4.02,2.3,3.41,Performance Degradation
4637.8,79.6,4.17,2.24,3.78,Performance Degradation
4569.6,88.7,3.43,5.79,3.09,Bearing Degradation
4974.7,94.4,2.17,2.64,2.72,Low Oil Pressure
4828.6,90.1,2.34,2.62,2.84,Low Oil Pressure
4649.6,87.9,4.01,2.1,3.55,Performance Degradation
5343.9,107.7,3.57,2.0,3.51,Overheating
4566.6,80.6,4.04,1.77,3.56,Performance Degradation
4959.3,92.7,2.53,2.38,3.03,Low Oil Pressure
5349.1,103.6,3.7,1.68,3.51,Overheating
5159.2,82.4,4.23,1.17,2.63,Normal
5181.5,79.1,4.27,1.03,2.71,Normal
4580.1,90.0,3.17,4.41,3.0,Bearing Degradation
5126.0,76.6,4.3,1.04,2.79,Normal
5219.3,78.1,4.42,1.28,2.79,Normal
